ma_phong_ban_1,ten_phong_ban_1,kinh_do_1,vi_do_1,ma_phong_ban_2,ten_phong_ban_2,kinh_do_2,vi_do_2,Khoảng cách đường bộ km,khoang_cach_chim_bay_km,tinh_thanh_sau_sap_nhap,tinh_thanh,khoang_cach_chim_bay,Khoảng cách đường bộ,thời gian,directed_pair_key_by_code,undirected_pair_key_by_code,directed_pair_key_by_coord,undirected_pair_key_by_coord
34433000,PGD Hiệp Sơn,106.5277038,21.0109136,16635000,PGD Đình Vũ,106.8087885,20.8144857,48.3,36.46209399194979,TP. Hải Phòng,,,,,34433000__16635000,16635000__34433000,"21.01091,106.52770__20.81449,106.80879","20.81449,106.80879__21.01091,106.52770"
34434000,PGD Phú Thứ,106.5619147,21.0241755,16635000,PGD Đình Vũ,106.8087885,20.8144857,49.9,34.65760236181706,TP. Hải Phòng,,,,,34434000__16635000,16635000__34434000,"21.02418,106.56191__20.81449,106.80879","20.81449,106.80879__21.02418,106.56191"
34600000,CN Tây Hải Phòng,106.3111689,20.9346703,16635000,PGD Đình Vũ,106.8087885,20.8144857,70.1,53.40010914809213,TP. Hải Phòng,,,,,34600000__16635000,16635000__34600000,"20.93467,106.31117__20.81449,106.80879","20.81449,106.80879__20.93467,106.31117"
34630000,PGD Gia Lộc,106.2962506,20.8812211,16635000,PGD Đình Vũ,106.8087885,20.8144857,62.3,53.77474193083417,TP. Hải Phòng,,,,,34630000__16635000,16635000__34630000,"20.88122,106.29625__20.81449,106.80879","20.81449,106.80879__20.88122,106.29625"
34631000,PGD Chí Linh,106.3874774,21.1088944,16635000,PGD Đình Vũ,106.8087885,20.8144857,95.0,54.63983545276952,TP. Hải Phòng,,,,,34631000__16635000,16635000__34631000,"21.10889,106.38748__20.81449,106.80879","20.81449,106.80879__21.10889,106.38748"
34632000,PGD Kim Thành,106.5071794,20.9625126,16635000,PGD Đình Vũ,106.8087885,20.8144857,42.8,35.39341985401889,TP. Hải Phòng,,,,,34632000__16635000,16635000__34632000,"20.96251,106.50718__20.81449,106.80879","20.81449,106.80879__20.96251,106.50718"
34633000,PGD Nam Sách,106.331765,20.995948,16635000,PGD Đình Vũ,106.8087885,20.8144857,78.2,53.50164910896842,TP. Hải Phòng,,,,,34633000__16635000,16635000__34633000,"20.99595,106.33177__20.81449,106.80879","20.81449,106.80879__20.99595,106.33177"
34634000,PGD Thành Đông,106.3032013,20.9271165,16635000,PGD Đình Vũ,106.8087885,20.8144857,68.4,54.00229366654015,TP. Hải Phòng,,,,,34634000__16635000,16635000__34634000,"20.92712,106.30320__20.81449,106.80879","20.81449,106.80879__20.92712,106.30320"
16834000,PGD Thanh Niên,106.7206766,20.8294995,16800000,CN Ngô Quyền,106.6925006,20.8607247,4.9,4.541839490757583,TP. Hải Phòng,,,,,16834000__16800000,16800000__16834000,"20.82950,106.72068__20.86072,106.69250","20.82950,106.72068__20.86072,106.69250"
16900000,CN Kiến An,106.6256763,20.8098579,16800000,CN Ngô Quyền,106.6925006,20.8607247,10.8,8.956534540572475,TP. Hải Phòng,,,,,16900000__16800000,16800000__16900000,"20.80986,106.62568__20.86072,106.69250","20.80986,106.62568__20.86072,106.69250"
16931000,PGD An Lão,106.5552693,20.8213993,16800000,CN Ngô Quyền,106.6925006,20.8607247,18.2,14.91635886395406,TP. Hải Phòng,,,,,16931000__16800000,16800000__16931000,"20.82140,106.55527__20.86072,106.69250","20.82140,106.55527__20.86072,106.69250"
16932000,PGD Tiên Lãng,106.554502,20.705491,16800000,CN Ngô Quyền,106.6925006,20.8607247,25.0,22.4446919893854,TP. Hải Phòng,,,,,16932000__16800000,16800000__16932000,"20.70549,106.55450__20.86072,106.69250","20.70549,106.55450__20.86072,106.69250"
34000000,CN Hải Dương,106.3304357,20.9404918,16800000,CN Ngô Quyền,106.6925006,20.8607247,45.6,38.64241726741432,TP. Hải Phòng,,,,,34000000__16800000,16800000__34000000,"20.94049,106.33044__20.86072,106.69250","20.86072,106.69250__20.94049,106.33044"
34030000,PGD Trần Phú,106.327244,20.9367914,16800000,CN Ngô Quyền,106.6925006,20.8607247,46.0,38.87404733580614,TP. Hải Phòng,,,,,34030000__16800000,16800000__34030000,"20.93679,106.32724__20.86072,106.69250","20.86072,106.69250__20.93679,106.32724"
34031000,PGD Trần Hưng Đạo,106.3328297,20.9392325,16800000,CN Ngô Quyền,106.6925006,20.8607247,45.3,38.36846588444364,TP. Hải Phòng,,,,,34031000__16800000,16800000__34031000,"20.93923,106.33283__20.86072,106.69250","20.86072,106.69250__20.93923,106.33283"
34033000,PGD Hải Tân,106.3309265,20.9216871,16800000,CN Ngô Quyền,106.6925006,20.8607247,72.8,38.16883887261236,TP. Hải Phòng,,,,,34033000__16800000,16800000__34033000,"20.92169,106.33093__20.86072,106.69250","20.86072,106.69250__20.92169,106.33093"
34034000,PGD Tứ Kỳ,106.406648,20.8182694,16800000,CN Ngô Quyền,106.6925006,20.8607247,55.8,30.07874902794338,TP. Hải Phòng,,,,,34034000__16800000,16800000__34034000,"20.81827,106.40665__20.86072,106.69250","20.81827,106.40665__20.86072,106.69250"
34035000,PGD Cẩm Giàng,106.2497133,20.9356847,16800000,CN Ngô Quyền,106.6925006,20.8607247,77.1,46.7458608222294,TP. Hải Phòng,,,,,34035000__16800000,16800000__34035000,"20.93568,106.24971__20.86072,106.69250","20.86072,106.69250__20.93568,106.24971"
34036000,PGD Thanh Miện,106.2458398,20.7856639,16800000,CN Ngô Quyền,106.6925006,20.8607247,74.9,47.1666178730045,TP. Hải Phòng,,,,,34036000__16800000,16800000__34036000,"20.78566,106.24584__20.86072,106.69250","20.78566,106.24584__20.86072,106.69250"
34037000,PGD Bình Giang,106.1505193,20.9069647,16800000,CN Ngô Quyền,106.6925006,20.8607247,84.1,56.54066607685445,TP. Hải Phòng,,,,,34037000__16800000,16800000__34037000,"20.90696,106.15052__20.86072,106.69250","20.86072,106.69250__20.90696,106.15052"
34038000,PGD Ninh Giang,106.3916714,20.7346741,16800000,CN Ngô Quyền,106.6925006,20.8607247,59.1,34.26850032900909,TP. Hải Phòng,,,,,34038000__16800000,16800000__34038000,"20.73467,106.39167__20.86072,106.69250","20.73467,106.39167__20.86072,106.69250"
34400000,CN Đông Hải Dương,106.5466222,20.9940344,16800000,CN Ngô Quyền,106.6925006,20.8607247,28.8,21.1962698372344,TP. Hải Phòng,,,,,34400000__16800000,16800000__34400000,"20.99403,106.54662__20.86072,106.69250","20.86072,106.69250__20.99403,106.54662"
34430000,PGD Minh Tân,106.5811991,21.0394735,16800000,CN Ngô Quyền,106.6925006,20.8607247,34.4,22.99219438743983,TP. Hải Phòng,,,,,34430000__16800000,16800000__34430000,"21.03947,106.58120__20.86072,106.69250","20.86072,106.69250__21.03947,106.58120"
34431000,PGD Thanh Hà,106.4303172,20.896746,16800000,CN Ngô Quyền,106.6925006,20.8607247,37.0,27.53206225001288,TP. Hải Phòng,,,,,34431000__16800000,16800000__34431000,"20.89675,106.43032__20.86072,106.69250","20.86072,106.69250__20.89675,106.43032"
34432000,PGD Tiền Trung,106.3749916,20.9702105,16800000,CN Ngô Quyền,106.6925006,20.8607247,38.8,35.15437069767913,TP. Hải Phòng,,,,,34432000__16800000,16800000__34432000,"20.97021,106.37499__20.86072,106.69250","20.86072,106.69250__20.97021,106.37499"
34433000,PGD Hiệp Sơn,106.5277038,21.0109136,16800000,CN Ngô Quyền,106.6925006,20.8607247,30.1,23.91264036727219,TP. Hải Phòng,,,,,34433000__16800000,16800000__34433000,"21.01091,106.52770__20.86072,106.69250","20.86072,106.69250__21.01091,106.52770"
34434000,PGD Phú Thứ,106.5619147,21.0241755,16800000,CN Ngô Quyền,106.6925006,20.8607247,31.7,22.67674341755556,TP. Hải Phòng,,,,,34434000__16800000,16800000__34434000,"21.02418,106.56191__20.86072,106.69250","20.86072,106.69250__21.02418,106.56191"
34600000,CN Tây Hải Phòng,106.3111689,20.9346703,16800000,CN Ngô Quyền,106.6925006,20.8607247,74.2,40.45722660855157,TP. Hải Phòng,,,,,34600000__16800000,16800000__34600000,"20.93467,106.31117__20.86072,106.69250","20.86072,106.69250__20.93467,106.31117"
34630000,PGD Gia Lộc,106.2962506,20.8812211,16800000,CN Ngô Quyền,106.6925006,20.8607247,66.5,41.2329559819886,TP. Hải Phòng,,,,,34630000__16800000,16800000__34630000,"20.88122,106.29625__20.86072,106.69250","20.86072,106.69250__20.88122,106.29625"
34631000,PGD Chí Linh,106.3874774,21.1088944,16800000,CN Ngô Quyền,106.6925006,20.8607247,57.2,42.0038525298607,TP. Hải Phòng,,,,,34631000__16800000,16800000__34631000,"21.10889,106.38748__20.86072,106.69250","20.86072,106.69250__21.10889,106.38748"
34632000,PGD Kim Thành,106.5071794,20.9625126,16800000,CN Ngô Quyền,106.6925006,20.8607247,24.6,22.33036290587354,TP. Hải Phòng,,,,,34632000__16800000,16800000__34632000,"20.96251,106.50718__20.86072,106.69250","20.86072,106.69250__20.96251,106.50718"
34633000,PGD Nam Sách,106.331765,20.995948,16800000,CN Ngô Quyền,106.6925006,20.8607247,44.7,40.37031988603819,TP. Hải Phòng,,,,,34633000__16800000,16800000__34633000,"20.99595,106.33177__20.86072,106.69250","20.86072,106.69250__20.99595,106.33177"
34634000,PGD Thành Đông,106.3032013,20.9271165,16800000,CN Ngô Quyền,106.6925006,20.8607247,72.6,41.10986202323349,TP. Hải Phòng,,,,,34634000__16800000,16800000__34634000,"20.92712,106.30320__20.86072,106.69250","20.86072,106.69250__20.92712,106.30320"
16900000,CN Kiến An,106.6256763,20.8098579,16831000,PGD Võ Nguyên Giáp,106.6920974,20.8224515,10.1,7.044185541456954,TP. Hải Phòng,,,,,16900000__16831000,16831000__16900000,"20.80986,106.62568__20.82245,106.69210","20.80986,106.62568__20.82245,106.69210"
16930000,PGD Tôn Đức Thắng,106.6661913,20.8617835,16831000,PGD Võ Nguyên Giáp,106.6920974,20.8224515,7.9,5.135682790615096,TP. Hải Phòng,,,,,16930000__16831000,16831000__16930000,"20.86178,106.66619__20.82245,106.69210","20.82245,106.69210__20.86178,106.66619"
16931000,PGD An Lão,106.5552693,20.8213993,16831000,PGD Võ Nguyên Giáp,106.6920974,20.8224515,17.4,14.22140221591204,TP. Hải Phòng,,,,,16931000__16831000,16831000__16931000,"20.82140,106.55527__20.82245,106.69210","20.82140,106.55527__20.82245,106.69210"
16932000,PGD Tiên Lãng,106.554502,20.705491,16831000,PGD Võ Nguyên Giáp,106.6920974,20.8224515,30.6,19.33408845929417,TP. Hải Phòng,,,,,16932000__16831000,16831000__16932000,"20.70549,106.55450__20.82245,106.69210","20.70549,106.55450__20.82245,106.69210"
94632000,PGD Lê Văn Việt,106.7866377,10.8453187,90100000,CN Đông Thành phố Hồ Chí Minh,106.7458566,10.8818676,10.3,6.029025864994901,TP. Hồ Chí Minh,,,,,94632000__90100000,90100000__94632000,"10.84532,106.78664__10.88187,106.74586","10.84532,106.78664__10.88187,106.74586"
94633000,PGD Đỗ Xuân Hợp,106.7687958,10.8279369,90100000,CN Đông Thành phố Hồ Chí Minh,106.7458566,10.8818676,11.3,6.49902256053068,TP. Hồ Chí Minh,,,,,94633000__90100000,90100000__94633000,"10.82794,106.76880__10.88187,106.74586","10.82794,106.76880__10.88187,106.74586"
94700000,CN Thủ Đức,106.7575507,10.8576366,90100000,CN Đông Thành phố Hồ Chí Minh,106.7458566,10.8818676,3.9,2.98166299668917,TP. Hồ Chí Minh,,,,,94700000__90100000,90100000__94700000,"10.85764,106.75755__10.88187,106.74586","10.85764,106.75755__10.88187,106.74586"
94730000,PGD Hiệp Phú,106.7819475,10.8443244,90100000,CN Đông Thành phố Hồ Chí Minh,106.7458566,10.8818676,9.8,5.74112709396531,TP. Hồ Chí Minh,,,,,94730000__90100000,90100000__94730000,"10.84432,106.78195__10.88187,106.74586","10.84432,106.78195__10.88187,106.74586"
94731000,PGD METRO,106.7414503,10.8007134,90100000,CN Đông Thành phố Hồ Chí Minh,106.7458566,10.8818676,15.8,9.036756878951987,TP. Hồ Chí Minh,,,,,94731000__90100000,90100000__94731000,"10.80071,106.74145__10.88187,106.74586","10.80071,106.74145__10.88187,106.74586"
94733000,PGD Võ Văn Ngân,106.7723024,10.8518047,90100000,CN Đông Thành phố Hồ Chí Minh,106.7458566,10.8818676,7.3,4.417533302188088,TP. Hồ Chí Minh,,,,,94733000__90100000,90100000__94733000,"10.85180,106.77230__10.88187,106.74586","10.85180,106.77230__10.88187,106.74586"
94800000,CN Bắc Sài Gòn,106.4923825,10.9717465,90100000,CN Đông Thành phố Hồ Chí Minh,106.7458566,10.8818676,37.9,29.42335853333087,TP. Hồ Chí Minh,,,,,94800000__90100000,90100000__94800000,"10.97175,106.49238__10.88187,106.74586","10.88187,106.74586__10.97175,106.49238"
94830000,PGD Thuận Hưng,106.6060609,10.8567192,90100000,CN Đông Thành phố Hồ Chí Minh,106.7458566,10.8818676,19.8,15.51970838774877,TP. Hồ Chí Minh,,,,,94830000__90100000,90100000__94830000,"10.85672,106.60606__10.88187,106.74586","10.85672,106.60606__10.88187,106.74586"
94831000,PGD Phú Hưng,106.6699129,10.7999104,90100000,CN Đông Thành phố Hồ Chí Minh,106.7458566,10.8818676,16.9,12.32228647003474,TP. Hồ Chí Minh,,,,,94831000__90100000,90100000__94831000,"10.79991,106.66991__10.88187,106.74586","10.79991,106.66991__10.88187,106.74586"
94835000,PGD Quang Trung,106.6408893,10.8439372,90100000,CN Đông Thành phố Hồ Chí Minh,106.7458566,10.8818676,16.6,12.21400092495737,TP. Hồ Chí Minh,,,,,94835000__90100000,90100000__94835000,"10.84394,106.64089__10.88187,106.74586","10.84394,106.64089__10.88187,106.74586"
90136000,PGD Đông Hòa,106.7898486,10.8924574,90130000,PGD An Phú,106.7423901,10.9494629,10.9,8.187068653296073,TP. Hồ Chí Minh,,,,,90136000__90130000,90130000__90136000,"10.89246,106.78985__10.94946,106.74239","10.89246,106.78985__10.94946,106.74239"
90137000,PGD Long Bình,106.8237366,10.8413876,90130000,PGD An Phú,106.7423901,10.9494629,20.0,14.94366481690366,TP. Hồ Chí Minh,,,,,90137000__90130000,90130000__90137000,"10.84139,106.82374__10.94946,106.74239","10.84139,106.82374__10.94946,106.74239"
90200000,CN 1 Thành phố Hồ Chí Minh,106.701474,10.7706429,90130000,PGD An Phú,106.7423901,10.9494629,23.6,20.37972442727327,TP. Hồ Chí Minh,,,,,90200000__90130000,90130000__90200000,"10.77064,106.70147__10.94946,106.74239","10.77064,106.70147__10.94946,106.74239"
90400000,CN 2 Thành phố Hồ Chí Minh,106.682211,10.7959893,90130000,PGD An Phú,106.7423901,10.9494629,22.5,18.28702309290359,TP. Hồ Chí Minh,,,,,90400000__90130000,90130000__90400000,"10.79599,106.68221__10.94946,106.74239","10.79599,106.68221__10.94946,106.74239"
90600000,CN 3 Thành phố Hồ Chí Minh,106.6819475,10.7697554,90130000,PGD An Phú,106.7423901,10.9494629,23.8,21.04447735989521,TP. Hồ Chí Minh,,,,,90600000__90130000,90130000__90600000,"10.76976,106.68195__10.94946,106.74239","10.76976,106.68195__10.94946,106.74239"
90800000,CN 4 Thành phố Hồ Chí Minh,106.7025623,10.7659462,90130000,PGD An Phú,106.7423901,10.9494629,24.5,20.86449041165133,TP. Hồ Chí Minh,,,,,90800000__90130000,90130000__90800000,"10.76595,106.70256__10.94946,106.74239","10.76595,106.70256__10.94946,106.74239"
92000000,CN 5 Thành phố Hồ Chí Minh,106.6738508,10.756692,90130000,PGD An Phú,106.7423901,10.9494629,26.6,22.70438743880311,TP. Hồ Chí Minh,,,,,92000000__90130000,90130000__92000000,"10.75669,106.67385__10.94946,106.74239","10.75669,106.67385__10.94946,106.74239"
92200000,CN 6 Thành phố Hồ Chí Minh,106.6648231,10.7532743,90130000,PGD An Phú,106.7423901,10.9494629,30.7,23.40206928465503,TP. Hồ Chí Minh,,,,,92200000__90130000,90130000__92200000,"10.75327,106.66482__10.94946,106.74239","10.75327,106.66482__10.94946,106.74239"
92400000,CN 7 Thành phố Hồ Chí Minh,106.6991015,10.801716,90130000,PGD An Phú,106.7423901,10.9494629,20.0,17.09523513513155,TP. Hồ Chí Minh,,,,,92400000__90130000,90130000__92400000,"10.80172,106.69910__10.94946,106.74239","10.80172,106.69910__10.94946,106.74239"
92600000,CN 8 Thành phố Hồ Chí Minh,106.6653111,10.7423991,90130000,PGD An Phú,106.7423901,10.9494629,36.7,24.51494369341533,TP. Hồ Chí Minh,,,,,92600000__90130000,90130000__92600000,"10.74240,106.66531__10.94946,106.74239","10.74240,106.66531__10.94946,106.74239"
92631000,PGD Xóm Củi,106.65075,10.7477778,90130000,PGD An Phú,106.7423901,10.9494629,32.7,24.55804434011202,TP. Hồ Chí Minh,,,,,92631000__90130000,90130000__92631000,"10.74778,106.65075__10.94946,106.74239","10.74778,106.65075__10.94946,106.74239"
92800000,CN 9 Thành phố Hồ Chí Minh,106.6788024,10.82797,90130000,PGD An Phú,106.7423901,10.9494629,20.5,15.18925719097679,TP. Hồ Chí Minh,,,,,92800000__90130000,90130000__92800000,"10.82797,106.67880__10.94946,106.74239","10.82797,106.67880__10.94946,106.74239"
93230000,PGD Vĩnh Lộc,106.596,10.8158889,90130000,PGD An Phú,106.7423901,10.9494629,27.8,21.82034118550584,TP. Hồ Chí Minh,,,,,93230000__90130000,90130000__93230000,"10.81589,106.59600__10.94946,106.74239","10.81589,106.59600__10.94946,106.74239"
94000000,CN 10 Thành phố Hồ Chí Minh,106.673082,10.765361,90130000,PGD An Phú,106.7423901,10.9494629,25.4,21.82557807412148,TP. Hồ Chí Minh,,,,,94000000__90130000,90130000__94000000,"10.76536,106.67308__10.94946,106.74239","10.76536,106.67308__10.94946,106.74239"
94030000,PGD Lý Thường Kiệt,106.6576503,10.7716481,90130000,PGD An Phú,106.7423901,10.9494629,27.2,21.83048329794754,TP. Hồ Chí Minh,,,,,94030000__90130000,90130000__94030000,"10.77165,106.65765__10.94946,106.74239","10.77165,106.65765__10.94946,106.74239"
94200000,CN 11 Thành phố Hồ Chí Minh,106.6474356,10.7568213,90130000,PGD An Phú,106.7423901,10.9494629,28.7,23.7986935380834,TP. Hồ Chí Minh,,,,,94200000__90130000,90130000__94200000,"10.75682,106.64744__10.94946,106.74239","10.75682,106.64744__10.94946,106.74239"
94231000,PGD Tên Lửa,106.61129,10.75028,90130000,PGD An Phú,106.7423901,10.9494629,39.4,26.37267339298294,TP. Hồ Chí Minh,,,,,94231000__90130000,90130000__94231000,"10.75028,106.61129__10.94946,106.74239","10.75028,106.61129__10.94946,106.74239"
94400000,CN 12 Thành phố Hồ Chí Minh,106.6409777,10.7996853,90130000,PGD An Phú,106.7423901,10.9494629,26.0,20.00017745195378,TP. Hồ Chí Minh,,,,,94400000__90130000,90130000__94400000,"10.79969,106.64098__10.94946,106.74239","10.79969,106.64098__10.94946,106.74239"
94700000,CN Thủ Đức,106.7575507,10.8576366,90130000,PGD An Phú,106.7423901,10.9494629,12.8,10.34393115239691,TP. Hồ Chí Minh,,,,,94700000__90130000,90130000__94700000,"10.85764,106.75755__10.94946,106.74239","10.85764,106.75755__10.94946,106.74239"
90136000,PGD Đông Hòa,106.7898486,10.8924574,90131000,PGD Thuận An,106.7161132,10.9005291,9.5,8.1010499234084,TP. Hồ Chí Minh,,,,,90136000__90131000,90131000__90136000,"10.89246,106.78985__10.90053,106.71611","10.89246,106.78985__10.90053,106.71611"
90137000,PGD Long Bình,106.8237366,10.8413876,90131000,PGD Thuận An,106.7161132,10.9005291,16.9,13.46722632167148,TP. Hồ Chí Minh,,,,,90137000__90131000,90131000__90137000,"10.84139,106.82374__10.90053,106.71611","10.84139,106.82374__10.90053,106.71611"
90200000,CN 1 Thành phố Hồ Chí Minh,106.701474,10.7706429,90131000,PGD Thuận An,106.7161132,10.9005291,17.8,14.53090829364291,TP. Hồ Chí Minh,,,,,90200000__90131000,90131000__90200000,"10.77064,106.70147__10.90053,106.71611","10.77064,106.70147__10.90053,106.71611"
90400000,CN 2 Thành phố Hồ Chí Minh,106.682211,10.7959893,90131000,PGD Thuận An,106.7161132,10.9005291,16.5,12.19966737243027,TP. Hồ Chí Minh,,,,,90400000__90131000,90131000__90400000,"10.79599,106.68221__10.90053,106.71611","10.79599,106.68221__10.90053,106.71611"
90600000,CN 3 Thành phố Hồ Chí Minh,106.6819475,10.7697554,90131000,PGD Thuận An,106.7161132,10.9005291,17.6,15.012470398335,TP. Hồ Chí Minh,,,,,90600000__90131000,90131000__90600000,"10.76976,106.68195__10.90053,106.71611","10.76976,106.68195__10.90053,106.71611"
90800000,CN 4 Thành phố Hồ Chí Minh,106.7025623,10.7659462,90131000,PGD Thuận An,106.7161132,10.9005291,18.8,15.03793587219587,TP. Hồ Chí Minh,,,,,90800000__90131000,90131000__90800000,"10.76595,106.70256__10.90053,106.71611","10.76595,106.70256__10.90053,106.71611"
92000000,CN 5 Thành phố Hồ Chí Minh,106.6738508,10.756692,90131000,PGD Thuận An,106.7161132,10.9005291,20.3,16.64665617835227,TP. Hồ Chí Minh,,,,,92000000__90131000,90131000__92000000,"10.75669,106.67385__10.90053,106.71611","10.75669,106.67385__10.90053,106.71611"
92200000,CN 6 Thành phố Hồ Chí Minh,106.6648231,10.7532743,90131000,PGD Thuận An,106.7161132,10.9005291,24.6,17.30566982337039,TP. Hồ Chí Minh,,,,,92200000__90131000,90131000__92200000,"10.75327,106.66482__10.90053,106.71611","10.75327,106.66482__10.90053,106.71611"
92400000,CN 7 Thành phố Hồ Chí Minh,106.6991015,10.801716,90131000,PGD Thuận An,106.7161132,10.9005291,14.0,11.14346827004171,TP. Hồ Chí Minh,,,,,92400000__90131000,90131000__92400000,"10.80172,106.69910__10.90053,106.71611","10.80172,106.69910__10.90053,106.71611"
92600000,CN 8 Thành phố Hồ Chí Minh,106.6653111,10.7423991,90131000,PGD Thuận An,106.7161132,10.9005291,22.5,18.43790737810592,TP. Hồ Chí Minh,,,,,92600000__90131000,90131000__92600000,"10.74240,106.66531__10.90053,106.71611","10.74240,106.66531__10.90053,106.71611"
92631000,PGD Xóm Củi,106.65075,10.7477778,90131000,PGD Thuận An,106.7161132,10.9005291,24.5,18.42437574583841,TP. Hồ Chí Minh,,,,,92631000__90131000,90131000__92631000,"10.74778,106.65075__10.90053,106.71611","10.74778,106.65075__10.90053,106.71611"
92800000,CN 9 Thành phố Hồ Chí Minh,106.6788024,10.82797,90131000,PGD Thuận An,106.7161132,10.9005291,12.3,9.038624715466181,TP. Hồ Chí Minh,,,,,92800000__90131000,90131000__92800000,"10.82797,106.67880__10.90053,106.71611","10.82797,106.67880__10.90053,106.71611"
93230000,PGD Vĩnh Lộc,106.596,10.8158889,90131000,PGD Thuận An,106.7161132,10.9005291,19.0,16.14402072784255,TP. Hồ Chí Minh,,,,,93230000__90131000,90131000__93230000,"10.81589,106.59600__10.90053,106.71611","10.81589,106.59600__10.90053,106.71611"
94000000,CN 10 Thành phố Hồ Chí Minh,106.673082,10.765361,90131000,PGD Thuận An,106.7161132,10.9005291,19.0,15.74760833810998,TP. Hồ Chí Minh,,,,,94000000__90131000,90131000__94000000,"10.76536,106.67308__10.90053,106.71611","10.76536,106.67308__10.90053,106.71611"
94030000,PGD Lý Thường Kiệt,106.6576503,10.7716481,90131000,PGD Thuận An,106.7161132,10.9005291,21.0,15.68889829719245,TP. Hồ Chí Minh,,,,,94030000__90131000,90131000__94030000,"10.77165,106.65765__10.90053,106.71611","10.77165,106.65765__10.90053,106.71611"
94200000,CN 11 Thành phố Hồ Chí Minh,106.6474356,10.7568213,90131000,PGD Thuận An,106.7161132,10.9005291,24.2,17.65236996590207,TP. Hồ Chí Minh,,,,,94200000__90131000,90131000__94200000,"10.75682,106.64744__10.90053,106.71611","10.75682,106.64744__10.90053,106.71611"
94231000,PGD Tên Lửa,106.61129,10.75028,90131000,PGD Thuận An,106.7161132,10.9005291,30.6,20.25307714296625,TP. Hồ Chí Minh,,,,,94231000__90131000,90131000__94231000,"10.75028,106.61129__10.90053,106.71611","10.75028,106.61129__10.90053,106.71611"
94400000,CN 12 Thành phố Hồ Chí Minh,106.6409777,10.7996853,90131000,PGD Thuận An,106.7161132,10.9005291,19.8,13.89481693865669,TP. Hồ Chí Minh,,,,,94400000__90131000,90131000__94400000,"10.79969,106.64098__10.90053,106.71611","10.79969,106.64098__10.90053,106.71611"
94700000,CN Thủ Đức,106.7575507,10.8576366,90131000,PGD Thuận An,106.7161132,10.9005291,10.3,6.574308390149247,TP. Hồ Chí Minh,,,,,94700000__90131000,90131000__94700000,"10.85764,106.75755__10.90053,106.71611","10.85764,106.75755__10.90053,106.71611"
90136000,PGD Đông Hòa,106.7898486,10.8924574,90132000,PGD Thủ Dầu Một,106.6717412,10.9751902,18.4,15.83980230750632,TP. Hồ Chí Minh,,,,,90136000__90132000,90132000__90136000,"10.89246,106.78985__10.97519,106.67174","10.89246,106.78985__10.97519,106.67174"
90137000,PGD Long Bình,106.8237366,10.8413876,90132000,PGD Thủ Dầu Một,106.6717412,10.9751902,30.8,22.28852373114047,TP. Hồ Chí Minh,,,,,90137000__90132000,90132000__90137000,"10.84139,106.82374__10.97519,106.67174","10.84139,106.82374__10.97519,106.67174"
90200000,CN 1 Thành phố Hồ Chí Minh,106.701474,10.7706429,90132000,PGD Thủ Dầu Một,106.6717412,10.9751902,29.8,22.97519160520256,TP. Hồ Chí Minh,,,,,90200000__90132000,90132000__90200000,"10.77064,106.70147__10.97519,106.67174","10.77064,106.70147__10.97519,106.67174"
90400000,CN 2 Thành phố Hồ Chí Minh,106.682211,10.7959893,90132000,PGD Thủ Dầu Một,106.6717412,10.9751902,28.7,19.95899989394486,TP. Hồ Chí Minh,,,,,90400000__90132000,90132000__90400000,"10.79599,106.68221__10.97519,106.67174","10.79599,106.68221__10.97519,106.67174"
90600000,CN 3 Thành phố Hồ Chí Minh,106.6819475,10.7697554,90132000,PGD Thủ Dầu Một,106.6717412,10.9751902,30.0,22.87047976594021,TP. Hồ Chí Minh,,,,,90600000__90132000,90132000__90600000,"10.76976,106.68195__10.97519,106.67174","10.76976,106.68195__10.97519,106.67174"
90800000,CN 4 Thành phố Hồ Chí Minh,106.7025623,10.7659462,90132000,PGD Thủ Dầu Một,106.6717412,10.9751902,30.7,23.5090386376677,TP. Hồ Chí Minh,,,,,90800000__90132000,90132000__90800000,"10.76595,106.70256__10.97519,106.67174","10.76595,106.70256__10.97519,106.67174"
92000000,CN 5 Thành phố Hồ Chí Minh,106.6738508,10.756692,90132000,PGD Thủ Dầu Một,106.6717412,10.9751902,32.8,24.29698347206534,TP. Hồ Chí Minh,,,,,92000000__90132000,90132000__92000000,"10.75669,106.67385__10.97519,106.67174","10.75669,106.67385__10.97519,106.67174"
92200000,CN 6 Thành phố Hồ Chí Minh,106.6648231,10.7532743,90132000,PGD Thủ Dầu Một,106.6717412,10.9751902,33.4,24.68748410528257,TP. Hồ Chí Minh,,,,,92200000__90132000,90132000__92200000,"10.75327,106.66482__10.97519,106.67174","10.75327,106.66482__10.97519,106.67174"
92400000,CN 7 Thành phố Hồ Chí Minh,106.6991015,10.801716,90132000,PGD Thủ Dầu Một,106.6717412,10.9751902,26.2,19.51943633057179,TP. Hồ Chí Minh,,,,,92400000__90132000,90132000__92400000,"10.80172,106.69910__10.97519,106.67174","10.80172,106.69910__10.97519,106.67174"
92600000,CN 8 Thành phố Hồ Chí Minh,106.6653111,10.7423991,90132000,PGD Thủ Dầu Một,106.6717412,10.9751902,34.9,25.89471176722772,TP. Hồ Chí Minh,,,,,92600000__90132000,90132000__92600000,"10.74240,106.66531__10.97519,106.67174","10.74240,106.66531__10.97519,106.67174"
