global_index,original_excel_row,ma_phong_ban_1,ten_phong_ban_1,kinh_do_1,vi_do_1,ma_phong_ban_2,ten_phong_ban_2,kinh_do_2,vi_do_2,khoang_cach_chim_bay,tinh_thanh,PART_ID,row_in_part,Khoảng cách đường bộ,source_output_file,source_kind,crawl_status
20273,20275,88034000,PGD Bà Rịa,107.1768403,10.4877553,91232000,PGD Tân Phú,106.64491,10.778592,66.52229275540633,TP. Hồ Chí Minh,203,73,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20274,20276,88034000,PGD Bà Rịa,107.1768403,10.4877553,91242000,PGD Hiệp Phước,106.7378846,10.6469072,51.14139000112095,TP. Hồ Chí Minh,203,74,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20275,20277,88034000,PGD Bà Rịa,107.1768403,10.4877553,92000000,CN 5 Thành phố Hồ Chí Minh,106.6738508,10.756692,62.57905870994228,TP. Hồ Chí Minh,203,75,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20276,20278,88034000,PGD Bà Rịa,107.1768403,10.4877553,92030000,PGD Hòa Bình,106.6749817,10.7525802,62.25327136086776,TP. Hồ Chí Minh,203,76,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20277,20279,88034000,PGD Bà Rịa,107.1768403,10.4877553,92031000,PGD Phan Phú Tiên,106.6654307,10.7522131,63.15588145827873,TP. Hồ Chí Minh,203,77,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20278,20280,88034000,PGD Bà Rịa,107.1768403,10.4877553,92033000,PGD Hoa Việt,106.6587496,10.7525874,63.82214864663204,TP. Hồ Chí Minh,203,78,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20279,20281,88034000,PGD Bà Rịa,107.1768403,10.4877553,92037000,PGD Nancy,106.68175,10.7565278,61.81326789387397,TP. Hồ Chí Minh,203,79,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20280,20282,88034000,PGD Bà Rịa,107.1768403,10.4877553,92038000,PGD Bình Tây,106.6366052,10.7484977,65.77738867618578,TP. Hồ Chí Minh,203,80,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20281,20283,88034000,PGD Bà Rịa,107.1768403,10.4877553,92200000,CN 6 Thành phố Hồ Chí Minh,106.6648231,10.7532743,63.2695479982539,TP. Hồ Chí Minh,203,81,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20282,20284,88034000,PGD Bà Rịa,107.1768403,10.4877553,92230000,PGD Tháp Mười,106.6510538,10.7501355,64.44582881993477,TP. Hồ Chí Minh,203,82,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20283,20285,88034000,PGD Bà Rịa,107.1768403,10.4877553,92231000,PGD Chợ Lớn,106.6529332,10.7505148,64.28187628744519,TP. Hồ Chí Minh,203,83,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20284,20286,88034000,PGD Bà Rịa,107.1768403,10.4877553,92233000,PGD Bình Thới,106.6552691,10.7644821,64.77659980506698,TP. Hồ Chí Minh,203,84,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20285,20287,88034000,PGD Bà Rịa,107.1768403,10.4877553,92300000,CN Tây Sài Gòn,106.5953388,10.7457963,69.7300851871567,TP. Hồ Chí Minh,203,85,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20286,20288,88034000,PGD Bà Rịa,107.1768403,10.4877553,92330000,PGD Hậu Giang,106.6301338,10.7472151,66.35094877746242,TP. Hồ Chí Minh,203,86,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20287,20289,88034000,PGD Bà Rịa,107.1768403,10.4877553,92332000,PGD Bình Trị Đông,106.61727,10.7517545,67.83623537446616,TP. Hồ Chí Minh,203,87,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20288,20290,88034000,PGD Bà Rịa,107.1768403,10.4877553,92333000,PGD Lạc Long Quân,106.6507963,10.7841392,66.26502311242668,TP. Hồ Chí Minh,203,88,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20289,20291,88034000,PGD Bà Rịa,107.1768403,10.4877553,92400000,CN 7 Thành phố Hồ Chí Minh,106.6991015,10.801716,62.80479250955985,TP. Hồ Chí Minh,203,89,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20290,20292,88034000,PGD Bà Rịa,107.1768403,10.4877553,92430000,PGD Thạnh Mỹ Tây,106.7088421,10.7941214,61.45114494693785,TP. Hồ Chí Minh,203,90,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20291,20293,88034000,PGD Bà Rịa,107.1768403,10.4877553,92431000,PGD Bình Hòa,106.697804,10.813936,63.68577097702724,TP. Hồ Chí Minh,203,91,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20292,20294,88034000,PGD Bà Rịa,107.1768403,10.4877553,92432000,PGD Cầu Sơn,106.7092691,10.8138851,62.6566998265662,TP. Hồ Chí Minh,203,92,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20293,20295,88034000,PGD Bà Rịa,107.1768403,10.4877553,92434000,PGD Lương Định Của,106.736647,10.7829335,58.23690013734054,TP. Hồ Chí Minh,203,93,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20294,20296,88034000,PGD Bà Rịa,107.1768403,10.4877553,92600000,CN 8 Thành phố Hồ Chí Minh,106.6653111,10.7423991,62.66767731134555,TP. Hồ Chí Minh,203,94,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
20295,20297,88034000,PGD Bà Rịa,107.1768403,10.4877553,92630000,PGD Hưng Phú,106.6785721,10.7502016,61.78264781516595,TP. Hồ Chí Minh,203,95,Không tìm thấy,part/output_part_203/ket_qua_tu_0_den_99.xlsx,original_output,not_found_or_error
